43	никогда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#673.962#674.195
44	так	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#674.195#674.428
45	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#674.428#674.661
46	пил	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#674.661#674.894
47	больше	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#674.894#675.127
48	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#675.127#675.36
49	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#675.36#675.598
50	Я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#675.6#675.895
51	на	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#675.895#676.19
52	автобус	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#676.19#676.485
53	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#676.485#676.78
54	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#676.78#677.075
55	вырубился	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#677.075#677.37
56	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#677.37#677.665
57	следующий	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#677.665#677.96
58	момент	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#677.96#678.255
59	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#678.255#678.55
60	встаю	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#678.55#678.845
61	уже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#678.845#679.14
62	эээ	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#679.14#679.435
63	так	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#679.435#679.73
64	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#679.73#680.025
65	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#680.025#680.32
66	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#680.32#680.615
67	Эстонии	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#680.615#680.91
68	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#680.91#681.205
69	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#681.205#681.51
70	Хреновуху	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#684.512#684.768
71	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#684.768#685.024
72	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#685.024#685.28
73	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#685.28#685.536
74	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#685.536#685.792
75	А	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#685.932#686.166
76	мы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#686.166#686.4
77	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#686.4#686.634
78	с	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#686.634#686.868
79	Ильичом	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#686.868#687.102
80	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#687.102#687.336
81	такие	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#687.336#687.57
82	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#687.57#687.804
83	мы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#687.804#688.038
84	пришли	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#688.038#688.272
85	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#688.272#688.506
86	мы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#688.506#688.74
87	все	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#688.74#688.974
88	были	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#688.974#689.208
89	в	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#689.208#689.442
90	баре	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#689.442#689.676
91	вместе	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#689.676#689.91
92	пришли	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#689.91#690.144
93	назад	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#690.144#690.378
94	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#690.378#690.612
95	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#690.612#690.852
96	Еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#691.822#692.132
97	пошли	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#692.132#692.442
98	с	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#692.442#692.752
99	Ильичем	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#692.752#693.062
100	отдельно	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#693.062#693.372
101	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#693.372#693.682
102	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#693.682#693.992
103	взяли	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#693.992#694.302
104	по	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#694.302#694.612
105	рюмочке	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#694.612#694.922
106	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#694.922#695.232
107	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#695.232#695.542
108	Здесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#697.602#698.011
109	секьюрити	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#698.011#698.42
110	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#698.42#698.829
111	достаточно	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#698.829#699.238
112	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#699.238#699.647
113	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#699.647#700.056
114	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#700.056#700.465
115	серьезная	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#700.465#700.874
116	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#700.874#701.283
117	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#701.283#701.692
118	Что	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#702.3#702.542
119	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#702.542#702.784
120	нас	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#702.784#703.026
121	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#703.026#703.268
122	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#703.268#703.51
123	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#703.51#703.752
124	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#703.752#703.994
125	знаю	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#703.994#704.236
126	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#704.236#704.478
127	может	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#704.478#704.72
128	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#704.72#704.962
129	нас	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#704.962#705.204
130	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#705.204#705.446
131	пятнадцать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#705.446#705.688
132	минут	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#705.688#705.93
133	есть	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#705.93#706.172
134	время	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#706.172#706.414
135	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#706.414#706.656
136	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#706.656#706.9
137	Пятнадцать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#707.49#707.728
138	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#707.728#707.966
139	может	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#707.966#708.204
140	десять	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#708.204#708.442
141	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#708.442#708.68
142	может	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#708.68#708.918
143	пять	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#708.918#709.156
144	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#709.156#709.394
145	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#709.394#709.64
146	Не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#710.06#710.296
147	знаю	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#710.296#710.532
148	как	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#710.532#710.768
149	повезет	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#710.768#711.004
150	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#711.004#711.24
151	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#711.24#711.48
152	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#720.93#721.24
153	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#721.24#721.55
154	он	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#721.55#721.86
155	такой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#721.86#722.17
156	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#722.17#722.48
157	всегда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#722.48#722.79
158	был	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#722.79#723.1
159	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#723.1#723.41
160	дэд	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#723.41#723.72
161	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#723.72#724.03
162	дэ...	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#724.03#724.34
163	дэд	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#724.34#724.65
164	довольно	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#724.65#724.96
165	район	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#724.96#725.27
166	такой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#725.27#725.58
167	очень	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#725.58#725.89
168	junkie	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#725.89#726.2
169	shit	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#726.2#726.51
170	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#726.51#726.82
171	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#726.82#727.13
172	Вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#728.23#728.623
173	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#728.623#729.016
174	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#729.016#729.41
175	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#734.6#734.846
176	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#734.846#735.092
177	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#735.092#735.34
178	Пика-пика	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#743.605#743.907
179	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#743.907#744.209
180	грх	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#744.209#744.511
181	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#744.511#744.813
182	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#744.813#745.115
183	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#746.62#746.903
184	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#746.903#747.186
185	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#747.186#747.469
186	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#747.469#747.752
187	но	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#747.752#748.035
188	уже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#748.035#748.318
189	нету	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#748.318#748.601
190	потому	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#748.601#748.884
191	что	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#748.884#749.167
192	здесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#749.167#749.45
193	а	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#749.45#749.733
194	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#749.733#750.016
195	здесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#750.016#750.299
196	дохуя	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#750.299#750.582
197	больше	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#750.582#750.865
198	домов	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#750.865#751.148
199	было	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#751.148#751.431
200	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#751.431#751.714
201	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#751.714#752.0
202	Вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#752.35#752.599
203	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#752.599#752.848
204	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#752.848#753.097
205	видишь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#753.097#753.346
206	вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#753.346#753.595
207	это	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#753.595#753.844
208	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#753.844#754.093
209	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#754.093#754.342
210	они	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#754.342#754.591
211	все	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#754.591#754.84
212	были	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#754.84#755.089
213	вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#755.089#755.338
214	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#755.338#755.587
215	э	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#755.587#755.836
216	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#755.836#756.085
217	застроены	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#756.085#756.334
218	вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#756.334#756.583
219	такими	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#756.583#756.832
220	же	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#756.832#757.081
221	домами	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#757.081#757.33
222	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#757.33#757.579
223	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#757.579#757.83
224	Ай	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#759.4#759.718
225	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#759.718#760.036
226	чувак	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#760.036#760.354
227	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#760.354#760.672
228	вот	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#760.672#760.99
229	здесь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#760.99#761.308
230	мы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#761.308#761.626
231	проезжали	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#761.626#761.944
232	где-то	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#761.944#762.262
233	там	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#762.262#762.58
234	походу	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#762.58#762.898
235	есть	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#762.898#763.216
236	где-то	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#763.216#763.534
237	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#763.534#763.852
238	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#763.852#764.17
239	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#764.17#764.5
240	Уже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#765.15#765.401
241	сносено	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#765.401#765.652
242	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#765.652#765.903
243	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#765.903#766.154
244	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#766.154#766.405
245	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#766.405#766.656
246	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#766.656#766.907
247	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#766.907#767.16
248	#всхлип#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#768.385#768.658
249	Не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#768.658#768.931
250	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#768.931#769.204
251	Каша	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#769.204#769.477
252	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#769.477#769.75
253	не	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#769.75#770.023
254	было	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#770.023#770.296
255	тогда	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#770.296#770.569
256	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#770.569#770.842
257	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#770.842#771.115
258	Нинтендо-бой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#772.41#772.762
259	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#772.762#773.114
260	до	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#773.114#773.466
261	этого	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#773.466#773.818
262	супер-Марио	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#773.818#774.17
263	тоже	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#774.17#774.522
264	был	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#774.522#774.874
265	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#774.874#775.226
266	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#775.226#775.58
267	Третью	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#775.695#775.943
268	я	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#775.943#776.191
269	проходил	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#776.191#776.439
270	очень	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#776.439#776.687
271	много	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#776.687#776.935
272	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#776.935#777.183
273	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#777.183#777.435
274	Супер	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#778.165#778.423
275	Марио	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#778.423#778.681
276	Три	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#778.681#778.939
277	где	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#778.939#779.197
278	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#779.197#779.455
279	он	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#779.455#779.713
280	может	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#779.713#779.971
281	костюмы	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#779.971#780.229
282	получать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#780.229#780.487
283	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#780.487#780.745
284	летать	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#780.745#781.003
285	и	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#781.003#781.261
286	где	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#781.261#781.519
287	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#781.519#781.777
288	хвостик	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#781.777#782.035
289	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#782.035#782.293
290	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#782.293#782.551
291	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#782.551#782.825
292	Да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#787.792#788.029
293	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#788.029#788.266
294	но	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#788.266#788.503
295	это	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#788.503#788.74
296	было	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#788.74#788.977
297	всё	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#788.977#789.214
298	везде	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#789.214#789.451
299	типа	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#789.451#789.688
300	вокруг	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#789.688#789.925
301	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#789.925#790.162
302	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#790.162#790.399
303	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#790.399#790.637
304	Прикинь	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#790.637#790.953
305	секьюрити	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#790.953#791.269
306	такое	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#791.269#791.585
307	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#791.585#791.901
308	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#791.901#792.217
309	Пиздец	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#794.777#795.557
310	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#795.557#796.337
311	Ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#796.337#796.58
312	он	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#796.58#796.823
313	такой	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#796.823#797.066
314	пимп	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#797.066#797.309
315	чувак	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#797.309#797.552
316	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#797.552#797.795
317	ну	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#797.795#798.038
318	у	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#798.038#798.281
319	него	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#798.281#798.524
320	походу	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#798.524#798.767
321	он	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#798.767#799.01
322	щас	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#799.01#799.253
323	больше	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#799.253#799.496
324	пимп	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#799.496#799.739
325	да	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#799.739#799.982
326	чем	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#799.982#800.225
327	раньше	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#800.225#800.468
328	еще	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#800.468#800.711
329	был	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#800.711#800.954
330	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#800.954#801.197
331	/	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#801.197#801.44
332	#смех#	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#802.358#802.698
333	For	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#802.698#803.038
334	sure	_	_	_	_	_	_	_	words@tt1991m#@tt1991m#803.038#803.378
